,date,ADMIN0,ADMIN1,ADMIN2,CS
4492,2013-04-01,Ethiopia,Somali,Shebelle,2.0
5703,2013-04-01,Ethiopia,Gambela,Itang,1.0
5704,2013-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5706,2013-04-01,Ethiopia,Gambela,Agniwak,1.0
4888,2013-04-01,Ethiopia,Oromia,East Hararge,3.0
4889,2013-04-01,Ethiopia,Tigray,East Tigray,3.0
5708,2013-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5709,2013-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
4890,2013-04-01,Ethiopia,Afar,Kilbati,3.0
4496,2013-04-01,Ethiopia,Somali,Nogob,2.0
4497,2013-04-01,Ethiopia,Somali,Dollo,2.0
5667,2013-04-01,Ethiopia,SNNPR,Sheka,1.0
1011,2013-04-01,Ethiopia,SNNPR,Sidama,3.0
4468,2013-04-01,Ethiopia,Somali,Afder,2.0
1013,2013-04-01,Ethiopia,SNNPR,Alaba,3.0
5670,2013-04-01,Ethiopia,Oromia,Arsi,1.0
5672,2013-04-01,Ethiopia,SNNPR,Basketo,1.0
5673,2013-04-01,Ethiopia,SNNPR,Bench Maji,1.0
1016,2013-04-01,Ethiopia,Tigray,Central Tigray,3.0
5674,2013-04-01,Ethiopia,SNNPR,Dawro,1.0
4867,2013-04-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5675,2013-04-01,Ethiopia,Amhara,East Gojam,1.0
5676,2013-04-01,Ethiopia,Oromia,East Shewa,1.0
1020,2013-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
5681,2013-04-01,Ethiopia,SNNPR,Gurage,1.0
5682,2013-04-01,Ethiopia,Oromia,Horo Guduru,1.0
5684,2013-04-01,Ethiopia,Oromia,Jimma,1.0
1024,2013-04-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
5685,2013-04-01,Ethiopia,SNNPR,Keffa,1.0
5687,2013-04-01,Ethiopia,SNNPR,Konta,1.0
5688,2013-04-01,Ethiopia,Gambela,Mezhenger,1.0
5689,2013-04-01,Ethiopia,Amhara,North Shewa,1.0
1029,2013-04-01,Ethiopia,Amhara,Oromia,3.0
5691,2013-04-01,Ethiopia,Amhara,South Gondar,1.0
3333,2013-04-01,Ethiopia,SNNPR,South Omo,2.0
4878,2013-04-01,Ethiopia,Amhara,South Wollo,3.0
4880,2013-04-01,Ethiopia,Amhara,Argoba,3.0
4881,2013-04-01,Ethiopia,Amhara,Wag Himra,3.0
5694,2013-04-01,Ethiopia,Oromia,West Arsi,1.0
5697,2013-04-01,Ethiopia,Oromia,West Shewa,1.0
5699,2013-04-01,Ethiopia,Tigray,West Tigray,1.0
1039,2013-04-01,Ethiopia,SNNPR,Wolayita,3.0
5700,2013-04-01,Ethiopia,SNNPR,Yem,1.0
1041,2013-04-01,Ethiopia,Afar,Gabi,3.0
1043,2013-04-01,Ethiopia,Afar,Khari,3.0
3341,2013-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
5707,2013-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5711,2013-04-01,Ethiopia,Oromia,South West Shewa,1.0
3349,2013-04-01,Ethiopia,SNNPR,Hadiya,2.0
1056,2013-04-01,Ethiopia,SNNPR,Silltie,3.0
4871,2013-04-01,Ethiopia,Harari,Harari,3.0
5712,2013-04-01,Ethiopia,Amhara,North Gondar,1.0
5695,2013-04-01,Ethiopia,Amhara,West Gojam,1.0
5671,2013-04-01,Ethiopia,Amhara,Awi,1.0
5705,2013-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6931,2013-04-01,Ethiopia,Addis Ababa,Region 14,99.0
1057,2011-04-01,Ethiopia,SNNPR,Segen,3.0
1058,2011-04-01,Ethiopia,Oromia,Bale,3.0
1059,2011-04-01,Ethiopia,Oromia,Borena,3.0
4743,2011-04-01,Ethiopia,Somali,Jarar,4.0
6340,2011-04-01,Ethiopia,Oromia,East Wellega,1.0
1072,2011-04-01,Ethiopia,SNNPR,Gedeo,3.0
1073,2011-04-01,Ethiopia,Oromia,Gujii,3.0
6346,2011-04-01,Ethiopia,Oromia,Ilubabor,1.0
1076,2011-04-01,Ethiopia,Somali,Fafan,3.0
6349,2011-04-01,Ethiopia,Oromia,Kelem,1.0
4745,2011-04-01,Ethiopia,Somali,Korahe,4.0
1081,2011-04-01,Ethiopia,Somali,Liben,3.0
1262,2011-04-01,Ethiopia,Amhara,North Wollo,2.0
1084,2011-04-01,Ethiopia,Gambela,Nuer,3.0
1086,2011-04-01,Ethiopia,Somali,Sitti,3.0
1269,2011-04-01,Ethiopia,Tigray,South Tigray,2.0
1273,2011-04-01,Ethiopia,Oromia,West Hararge,2.0
6360,2011-04-01,Ethiopia,Oromia,West Wellega,1.0
1096,2011-04-01,Ethiopia,Afar,Awusi,3.0
1098,2011-04-01,Ethiopia,Afar,Fanti,3.0
4747,2011-04-01,Ethiopia,Somali,Shebelle,4.0
1283,2011-04-01,Ethiopia,Gambela,Itang,2.0
1284,2011-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,2.0
1285,2011-04-01,Ethiopia,Gambela,Agniwak,2.0
1103,2011-04-01,Ethiopia,Oromia,East Hararge,3.0
1288,2011-04-01,Ethiopia,Tigray,East Tigray,2.0
6369,2011-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6370,2011-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
1105,2011-04-01,Ethiopia,Afar,Kilbati,3.0
4749,2011-04-01,Ethiopia,Somali,Nogob,4.0
4750,2011-04-01,Ethiopia,Somali,Dollo,4.0
6332,2011-04-01,Ethiopia,SNNPR,Sheka,1.0
1236,2011-04-01,Ethiopia,SNNPR,Sidama,2.0
1061,2011-04-01,Ethiopia,Somali,Afder,3.0
1237,2011-04-01,Ethiopia,SNNPR,Alaba,2.0
1238,2011-04-01,Ethiopia,Oromia,Arsi,2.0
6335,2011-04-01,Ethiopia,SNNPR,Basketo,1.0
6336,2011-04-01,Ethiopia,SNNPR,Bench Maji,1.0
1241,2011-04-01,Ethiopia,Tigray,Central Tigray,2.0
1242,2011-04-01,Ethiopia,SNNPR,Dawro,2.0
1244,2011-04-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
6338,2011-04-01,Ethiopia,Amhara,East Gojam,1.0
1246,2011-04-01,Ethiopia,Oromia,East Shewa,2.0
1071,2011-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
1251,2011-04-01,Ethiopia,SNNPR,Gurage,2.0
6345,2011-04-01,Ethiopia,Oromia,Horo Guduru,1.0
6347,2011-04-01,Ethiopia,Oromia,Jimma,1.0
1078,2011-04-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
6348,2011-04-01,Ethiopia,SNNPR,Keffa,1.0
6350,2011-04-01,Ethiopia,SNNPR,Konta,1.0
1260,2011-04-01,Ethiopia,Gambela,Mezhenger,2.0
1261,2011-04-01,Ethiopia,Amhara,North Shewa,2.0
1264,2011-04-01,Ethiopia,Amhara,Oromia,2.0
1266,2011-04-01,Ethiopia,Amhara,South Gondar,2.0
1088,2011-04-01,Ethiopia,SNNPR,South Omo,3.0
1268,2011-04-01,Ethiopia,Amhara,South Wollo,2.0
1270,2011-04-01,Ethiopia,Amhara,Argoba,2.0
1091,2011-04-01,Ethiopia,Amhara,Wag Himra,3.0
1272,2011-04-01,Ethiopia,Oromia,West Arsi,2.0
1274,2011-04-01,Ethiopia,Oromia,West Shewa,2.0
6361,2011-04-01,Ethiopia,Tigray,West Tigray,1.0
1094,2011-04-01,Ethiopia,SNNPR,Wolayita,3.0
6362,2011-04-01,Ethiopia,SNNPR,Yem,1.0
1097,2011-04-01,Ethiopia,Afar,Gabi,3.0
1099,2011-04-01,Ethiopia,Afar,Khari,3.0
1282,2011-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
1286,2011-04-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
6372,2011-04-01,Ethiopia,Oromia,South West Shewa,1.0
1107,2011-04-01,Ethiopia,SNNPR,Hadiya,3.0
1295,2011-04-01,Ethiopia,SNNPR,Silltie,2.0
6898,2011-04-01,Ethiopia,Harari,Harari,99.0
6373,2011-04-01,Ethiopia,Amhara,North Gondar,1.0
6358,2011-04-01,Ethiopia,Amhara,West Gojam,1.0
6334,2011-04-01,Ethiopia,Amhara,Awi,1.0
6366,2011-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6905,2011-04-01,Ethiopia,Addis Ababa,Region 14,99.0
1175,2017-10-01,Ethiopia,SNNPR,Segen,2.0
5253,2017-10-01,Ethiopia,Oromia,Bale,1.0
1696,2017-10-01,Ethiopia,Oromia,Borena,2.0
4852,2017-10-01,Ethiopia,Somali,Jarar,3.0
5266,2017-10-01,Ethiopia,Oromia,East Wellega,1.0
1191,2017-10-01,Ethiopia,SNNPR,Gedeo,2.0
1192,2017-10-01,Ethiopia,Oromia,Gujii,2.0
5271,2017-10-01,Ethiopia,Oromia,Ilubabor,1.0
1195,2017-10-01,Ethiopia,Somali,Fafan,2.0
5275,2017-10-01,Ethiopia,Oromia,Kelem,1.0
6716,2017-10-01,Ethiopia,Somali,Korahe,4.0
1706,2017-10-01,Ethiopia,Somali,Liben,2.0
1202,2017-10-01,Ethiopia,Amhara,North Wollo,2.0
5281,2017-10-01,Ethiopia,Gambela,Nuer,1.0
1204,2017-10-01,Ethiopia,Somali,Sitti,2.0
1711,2017-10-01,Ethiopia,Tigray,South Tigray,2.0
1212,2017-10-01,Ethiopia,Oromia,West Hararge,2.0
5291,2017-10-01,Ethiopia,Oromia,West Wellega,1.0
1216,2017-10-01,Ethiopia,Afar,Awusi,2.0
1218,2017-10-01,Ethiopia,Afar,Fanti,2.0
4856,2017-10-01,Ethiopia,Somali,Shebelle,3.0
5298,2017-10-01,Ethiopia,Gambela,Itang,1.0
5299,2017-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5301,2017-10-01,Ethiopia,Gambela,Agniwak,1.0
1721,2017-10-01,Ethiopia,Oromia,East Hararge,2.0
1225,2017-10-01,Ethiopia,Tigray,East Tigray,2.0
5303,2017-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5304,2017-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
1725,2017-10-01,Ethiopia,Afar,Kilbati,2.0
1727,2017-10-01,Ethiopia,Somali,Nogob,2.0
6721,2017-10-01,Ethiopia,Somali,Dollo,4.0
5254,2017-10-01,Ethiopia,SNNPR,Sheka,1.0
1178,2017-10-01,Ethiopia,SNNPR,Sidama,2.0
4851,2017-10-01,Ethiopia,Somali,Afder,3.0
1180,2017-10-01,Ethiopia,SNNPR,Alaba,2.0
5259,2017-10-01,Ethiopia,Oromia,Arsi,1.0
1182,2017-10-01,Ethiopia,SNNPR,Basketo,2.0
5261,2017-10-01,Ethiopia,SNNPR,Bench Maji,1.0
1184,2017-10-01,Ethiopia,Tigray,Central Tigray,2.0
1185,2017-10-01,Ethiopia,SNNPR,Dawro,2.0
1187,2017-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5264,2017-10-01,Ethiopia,Amhara,East Gojam,1.0
1189,2017-10-01,Ethiopia,Oromia,East Shewa,2.0
1190,2017-10-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5269,2017-10-01,Ethiopia,SNNPR,Gurage,1.0
5270,2017-10-01,Ethiopia,Oromia,Horo Guduru,1.0
5272,2017-10-01,Ethiopia,Oromia,Jimma,1.0
1197,2017-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5274,2017-10-01,Ethiopia,SNNPR,Keffa,1.0
5276,2017-10-01,Ethiopia,SNNPR,Konta,1.0
5278,2017-10-01,Ethiopia,Gambela,Mezhenger,1.0
5279,2017-10-01,Ethiopia,Amhara,North Shewa,1.0
5282,2017-10-01,Ethiopia,Amhara,Oromia,1.0
5283,2017-10-01,Ethiopia,Amhara,South Gondar,1.0
1206,2017-10-01,Ethiopia,SNNPR,South Omo,2.0
1710,2017-10-01,Ethiopia,Amhara,South Wollo,2.0
5286,2017-10-01,Ethiopia,Amhara,Argoba,1.0
1712,2017-10-01,Ethiopia,Amhara,Wag Himra,2.0
1211,2017-10-01,Ethiopia,Oromia,West Arsi,2.0
5290,2017-10-01,Ethiopia,Oromia,West Shewa,1.0
5292,2017-10-01,Ethiopia,Tigray,West Tigray,1.0
1214,2017-10-01,Ethiopia,SNNPR,Wolayita,2.0
5293,2017-10-01,Ethiopia,SNNPR,Yem,1.0
1217,2017-10-01,Ethiopia,Afar,Gabi,2.0
1219,2017-10-01,Ethiopia,Afar,Khari,2.0
5297,2017-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
5302,2017-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5306,2017-10-01,Ethiopia,Oromia,South West Shewa,1.0
1229,2017-10-01,Ethiopia,SNNPR,Hadiya,2.0
1230,2017-10-01,Ethiopia,SNNPR,Silltie,2.0
1194,2017-10-01,Ethiopia,Harari,Harari,2.0
5307,2017-10-01,Ethiopia,Amhara,North Gondar,1.0
5288,2017-10-01,Ethiopia,Amhara,West Gojam,1.0
5260,2017-10-01,Ethiopia,Amhara,Awi,1.0
5300,2017-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5305,2017-10-01,Ethiopia,Addis Ababa,Region 14,1.0
3410,2014-10-01,Ethiopia,SNNPR,Segen,1.0
3411,2014-10-01,Ethiopia,Oromia,Bale,1.0
1299,2014-10-01,Ethiopia,Oromia,Borena,2.0
4790,2014-10-01,Ethiopia,Somali,Jarar,2.0
3426,2014-10-01,Ethiopia,Oromia,East Wellega,1.0
3428,2014-10-01,Ethiopia,SNNPR,Gedeo,1.0
4793,2014-10-01,Ethiopia,Oromia,Gujii,2.0
3433,2014-10-01,Ethiopia,Oromia,Ilubabor,1.0
4794,2014-10-01,Ethiopia,Somali,Fafan,2.0
3437,2014-10-01,Ethiopia,Oromia,Kelem,1.0
4796,2014-10-01,Ethiopia,Somali,Korahe,2.0
4797,2014-10-01,Ethiopia,Somali,Liben,2.0
3442,2014-10-01,Ethiopia,Amhara,North Wollo,1.0
3443,2014-10-01,Ethiopia,Gambela,Nuer,1.0
4802,2014-10-01,Ethiopia,Somali,Sitti,2.0
3449,2014-10-01,Ethiopia,Tigray,South Tigray,1.0
4809,2014-10-01,Ethiopia,Oromia,West Hararge,2.0
3456,2014-10-01,Ethiopia,Oromia,West Wellega,1.0
4811,2014-10-01,Ethiopia,Afar,Awusi,2.0
4813,2014-10-01,Ethiopia,Afar,Fanti,2.0
4815,2014-10-01,Ethiopia,Somali,Shebelle,2.0
3466,2014-10-01,Ethiopia,Gambela,Itang,1.0
3467,2014-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3469,2014-10-01,Ethiopia,Gambela,Agniwak,1.0
6799,2014-10-01,Ethiopia,Oromia,East Hararge,1.0
3472,2014-10-01,Ethiopia,Tigray,East Tigray,1.0
3473,2014-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3474,2014-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
4823,2014-10-01,Ethiopia,Afar,Kilbati,2.0
4826,2014-10-01,Ethiopia,Somali,Nogob,2.0
4827,2014-10-01,Ethiopia,Somali,Dollo,2.0
3412,2014-10-01,Ethiopia,SNNPR,Sheka,1.0
3414,2014-10-01,Ethiopia,SNNPR,Sidama,1.0
4785,2014-10-01,Ethiopia,Somali,Afder,2.0
3416,2014-10-01,Ethiopia,SNNPR,Alaba,1.0
3417,2014-10-01,Ethiopia,Oromia,Arsi,1.0
3419,2014-10-01,Ethiopia,SNNPR,Basketo,1.0
3420,2014-10-01,Ethiopia,SNNPR,Bench Maji,1.0
3421,2014-10-01,Ethiopia,Tigray,Central Tigray,1.0
3422,2014-10-01,Ethiopia,SNNPR,Dawro,1.0
4791,2014-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
3424,2014-10-01,Ethiopia,Amhara,East Gojam,1.0
3425,2014-10-01,Ethiopia,Oromia,East Shewa,1.0
3427,2014-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
3430,2014-10-01,Ethiopia,SNNPR,Gurage,1.0
3432,2014-10-01,Ethiopia,Oromia,Horo Guduru,1.0
3434,2014-10-01,Ethiopia,Oromia,Jimma,1.0
3435,2014-10-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
3436,2014-10-01,Ethiopia,SNNPR,Keffa,1.0
3438,2014-10-01,Ethiopia,SNNPR,Konta,1.0
3440,2014-10-01,Ethiopia,Gambela,Mezhenger,1.0
3441,2014-10-01,Ethiopia,Amhara,North Shewa,1.0
3444,2014-10-01,Ethiopia,Amhara,Oromia,1.0
3446,2014-10-01,Ethiopia,Amhara,South Gondar,1.0
1305,2014-10-01,Ethiopia,SNNPR,South Omo,2.0
3448,2014-10-01,Ethiopia,Amhara,South Wollo,1.0
3450,2014-10-01,Ethiopia,Amhara,Argoba,1.0
3451,2014-10-01,Ethiopia,Amhara,Wag Himra,1.0
3452,2014-10-01,Ethiopia,Oromia,West Arsi,1.0
3455,2014-10-01,Ethiopia,Oromia,West Shewa,1.0
3457,2014-10-01,Ethiopia,Tigray,West Tigray,1.0
3458,2014-10-01,Ethiopia,SNNPR,Wolayita,1.0
3459,2014-10-01,Ethiopia,SNNPR,Yem,1.0
6544,2014-10-01,Ethiopia,Afar,Gabi,3.0
4814,2014-10-01,Ethiopia,Afar,Khari,2.0
3465,2014-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
3470,2014-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3476,2014-10-01,Ethiopia,Oromia,South West Shewa,1.0
3479,2014-10-01,Ethiopia,SNNPR,Hadiya,1.0
3481,2014-10-01,Ethiopia,SNNPR,Silltie,1.0
3431,2014-10-01,Ethiopia,Harari,Harari,1.0
3478,2014-10-01,Ethiopia,Amhara,North Gondar,1.0
3453,2014-10-01,Ethiopia,Amhara,West Gojam,1.0
3418,2014-10-01,Ethiopia,Amhara,Awi,1.0
3468,2014-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
3475,2014-10-01,Ethiopia,Addis Ababa,Region 14,1.0
1311,2013-10-01,Ethiopia,SNNPR,Segen,2.0
1312,2013-10-01,Ethiopia,Oromia,Bale,2.0
1313,2013-10-01,Ethiopia,Oromia,Borena,2.0
1322,2013-10-01,Ethiopia,Somali,Jarar,2.0
5965,2013-10-01,Ethiopia,Oromia,East Wellega,1.0
1327,2013-10-01,Ethiopia,SNNPR,Gedeo,2.0
1328,2013-10-01,Ethiopia,Oromia,Gujii,2.0
5971,2013-10-01,Ethiopia,Oromia,Ilubabor,1.0
1331,2013-10-01,Ethiopia,Somali,Fafan,2.0
5974,2013-10-01,Ethiopia,Oromia,Kelem,1.0
1336,2013-10-01,Ethiopia,Somali,Korahe,2.0
1337,2013-10-01,Ethiopia,Somali,Liben,2.0
1339,2013-10-01,Ethiopia,Amhara,North Wollo,2.0
5978,2013-10-01,Ethiopia,Gambela,Nuer,1.0
1342,2013-10-01,Ethiopia,Somali,Sitti,2.0
1346,2013-10-01,Ethiopia,Tigray,South Tigray,2.0
1350,2013-10-01,Ethiopia,Oromia,West Hararge,2.0
5986,2013-10-01,Ethiopia,Oromia,West Wellega,1.0
1354,2013-10-01,Ethiopia,Afar,Awusi,2.0
1356,2013-10-01,Ethiopia,Afar,Fanti,2.0
1358,2013-10-01,Ethiopia,Somali,Shebelle,2.0
5991,2013-10-01,Ethiopia,Gambela,Itang,1.0
5992,2013-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5994,2013-10-01,Ethiopia,Gambela,Agniwak,1.0
1363,2013-10-01,Ethiopia,Oromia,East Hararge,2.0
1364,2013-10-01,Ethiopia,Tigray,East Tigray,2.0
5996,2013-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5997,2013-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6697,2013-10-01,Ethiopia,Afar,Kilbati,3.0
1369,2013-10-01,Ethiopia,Somali,Nogob,2.0
1371,2013-10-01,Ethiopia,Somali,Dollo,2.0
5955,2013-10-01,Ethiopia,SNNPR,Sheka,1.0
1314,2013-10-01,Ethiopia,SNNPR,Sidama,2.0
6685,2013-10-01,Ethiopia,Somali,Afder,3.0
1316,2013-10-01,Ethiopia,SNNPR,Alaba,2.0
1317,2013-10-01,Ethiopia,Oromia,Arsi,2.0
5960,2013-10-01,Ethiopia,SNNPR,Basketo,1.0
5961,2013-10-01,Ethiopia,SNNPR,Bench Maji,1.0
1320,2013-10-01,Ethiopia,Tigray,Central Tigray,2.0
5962,2013-10-01,Ethiopia,SNNPR,Dawro,1.0
1323,2013-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5963,2013-10-01,Ethiopia,Amhara,East Gojam,1.0
1325,2013-10-01,Ethiopia,Oromia,East Shewa,2.0
1326,2013-10-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5969,2013-10-01,Ethiopia,SNNPR,Gurage,1.0
5970,2013-10-01,Ethiopia,Oromia,Horo Guduru,1.0
5972,2013-10-01,Ethiopia,Oromia,Jimma,1.0
1333,2013-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5973,2013-10-01,Ethiopia,SNNPR,Keffa,1.0
5975,2013-10-01,Ethiopia,SNNPR,Konta,1.0
5976,2013-10-01,Ethiopia,Gambela,Mezhenger,1.0
5977,2013-10-01,Ethiopia,Amhara,North Shewa,1.0
1341,2013-10-01,Ethiopia,Amhara,Oromia,2.0
5979,2013-10-01,Ethiopia,Amhara,South Gondar,1.0
1344,2013-10-01,Ethiopia,SNNPR,South Omo,2.0
1345,2013-10-01,Ethiopia,Amhara,South Wollo,2.0
1347,2013-10-01,Ethiopia,Amhara,Argoba,2.0
1348,2013-10-01,Ethiopia,Amhara,Wag Himra,2.0
5982,2013-10-01,Ethiopia,Oromia,West Arsi,1.0
5985,2013-10-01,Ethiopia,Oromia,West Shewa,1.0
5987,2013-10-01,Ethiopia,Tigray,West Tigray,1.0
1352,2013-10-01,Ethiopia,SNNPR,Wolayita,2.0
5988,2013-10-01,Ethiopia,SNNPR,Yem,1.0
1355,2013-10-01,Ethiopia,Afar,Gabi,2.0
1357,2013-10-01,Ethiopia,Afar,Khari,2.0
1359,2013-10-01,Ethiopia,Tigray,Northwest Tigray,2.0
5995,2013-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5999,2013-10-01,Ethiopia,Oromia,South West Shewa,1.0
1368,2013-10-01,Ethiopia,SNNPR,Hadiya,2.0
1370,2013-10-01,Ethiopia,SNNPR,Silltie,2.0
1330,2013-10-01,Ethiopia,Harari,Harari,2.0
6000,2013-10-01,Ethiopia,Amhara,North Gondar,1.0
5983,2013-10-01,Ethiopia,Amhara,West Gojam,1.0
5959,2013-10-01,Ethiopia,Amhara,Awi,1.0
5993,2013-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6945,2013-10-01,Ethiopia,Addis Ababa,Region 14,99.0
1435,2011-10-01,Ethiopia,SNNPR,Segen,3.0
4726,2011-10-01,Ethiopia,Oromia,Bale,4.0
1437,2011-10-01,Ethiopia,Oromia,Borena,3.0
1441,2011-10-01,Ethiopia,Somali,Jarar,3.0
5726,2011-10-01,Ethiopia,Oromia,East Wellega,1.0
2855,2011-10-01,Ethiopia,SNNPR,Gedeo,2.0
4731,2011-10-01,Ethiopia,Oromia,Gujii,4.0
5732,2011-10-01,Ethiopia,Oromia,Ilubabor,1.0
2859,2011-10-01,Ethiopia,Somali,Fafan,2.0
5735,2011-10-01,Ethiopia,Oromia,Kelem,1.0
4733,2011-10-01,Ethiopia,Somali,Korahe,4.0
4734,2011-10-01,Ethiopia,Somali,Liben,4.0
2864,2011-10-01,Ethiopia,Amhara,North Wollo,2.0
2865,2011-10-01,Ethiopia,Gambela,Nuer,2.0
2867,2011-10-01,Ethiopia,Somali,Sitti,2.0
2871,2011-10-01,Ethiopia,Tigray,South Tigray,2.0
2875,2011-10-01,Ethiopia,Oromia,West Hararge,2.0
5748,2011-10-01,Ethiopia,Oromia,West Wellega,1.0
2879,2011-10-01,Ethiopia,Afar,Awusi,2.0
2881,2011-10-01,Ethiopia,Afar,Fanti,2.0
4737,2011-10-01,Ethiopia,Somali,Shebelle,4.0
5755,2011-10-01,Ethiopia,Gambela,Itang,1.0
5756,2011-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5758,2011-10-01,Ethiopia,Gambela,Agniwak,1.0
2888,2011-10-01,Ethiopia,Oromia,East Hararge,2.0
2889,2011-10-01,Ethiopia,Tigray,East Tigray,2.0
5760,2011-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5761,2011-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
1469,2011-10-01,Ethiopia,Afar,Kilbati,3.0
4739,2011-10-01,Ethiopia,Somali,Nogob,4.0
4740,2011-10-01,Ethiopia,Somali,Dollo,4.0
5717,2011-10-01,Ethiopia,SNNPR,Sheka,1.0
2842,2011-10-01,Ethiopia,SNNPR,Sidama,2.0
1438,2011-10-01,Ethiopia,Somali,Afder,3.0
2844,2011-10-01,Ethiopia,SNNPR,Alaba,2.0
5720,2011-10-01,Ethiopia,Oromia,Arsi,1.0
2847,2011-10-01,Ethiopia,SNNPR,Basketo,2.0
5722,2011-10-01,Ethiopia,SNNPR,Bench Maji,1.0
2848,2011-10-01,Ethiopia,Tigray,Central Tigray,2.0
5723,2011-10-01,Ethiopia,SNNPR,Dawro,1.0
6955,2011-10-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5724,2011-10-01,Ethiopia,Amhara,East Gojam,1.0
5725,2011-10-01,Ethiopia,Oromia,East Shewa,1.0
2854,2011-10-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5730,2011-10-01,Ethiopia,SNNPR,Gurage,1.0
5731,2011-10-01,Ethiopia,Oromia,Horo Guduru,1.0
5733,2011-10-01,Ethiopia,Oromia,Jimma,1.0
2861,2011-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5734,2011-10-01,Ethiopia,SNNPR,Keffa,1.0
5736,2011-10-01,Ethiopia,SNNPR,Konta,1.0
5737,2011-10-01,Ethiopia,Gambela,Mezhenger,1.0
5738,2011-10-01,Ethiopia,Amhara,North Shewa,1.0
2866,2011-10-01,Ethiopia,Amhara,Oromia,2.0
2868,2011-10-01,Ethiopia,Amhara,South Gondar,2.0
1454,2011-10-01,Ethiopia,SNNPR,South Omo,3.0
2870,2011-10-01,Ethiopia,Amhara,South Wollo,2.0
2872,2011-10-01,Ethiopia,Amhara,Argoba,2.0
2873,2011-10-01,Ethiopia,Amhara,Wag Himra,2.0
5744,2011-10-01,Ethiopia,Oromia,West Arsi,1.0
5747,2011-10-01,Ethiopia,Oromia,West Shewa,1.0
5749,2011-10-01,Ethiopia,Tigray,West Tigray,1.0
2877,2011-10-01,Ethiopia,SNNPR,Wolayita,2.0
2878,2011-10-01,Ethiopia,SNNPR,Yem,2.0
2880,2011-10-01,Ethiopia,Afar,Gabi,2.0
2882,2011-10-01,Ethiopia,Afar,Khari,2.0
2883,2011-10-01,Ethiopia,Tigray,Northwest Tigray,2.0
5759,2011-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5763,2011-10-01,Ethiopia,Oromia,South West Shewa,1.0
2895,2011-10-01,Ethiopia,SNNPR,Hadiya,2.0
2897,2011-10-01,Ethiopia,SNNPR,Silltie,2.0
6957,2011-10-01,Ethiopia,Harari,Harari,99.0
5764,2011-10-01,Ethiopia,Amhara,North Gondar,1.0
5745,2011-10-01,Ethiopia,Amhara,West Gojam,1.0
5721,2011-10-01,Ethiopia,Amhara,Awi,1.0
