,date,ADMIN1,ADMIN2,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,pop_ADMIN2
106,Sep 2019,SNNP,KCE Hadiya-Kembata Cereal and Enset LZ – Kembata sub-zo,107335.0,41283.0,16513.0,0.0,0.0,123849.0,33026.0,8256.0,0.0,0.0,100852.0,42022.0,25213.0,0.0,0.0,165132.0,165132.0,168088.0,
107,Sep 2019,SNNP,Loka abaya,78805.0,24247.0,18185.0,0.0,0.0,84867.0,30309.0,6061.0,0.0,0.0,74046.0,30852.0,18511.0,0.0,0.0,121239.0,121239.0,123410.0,
108,Sep 2019,SNNP,SBW,169782.0,36381.0,36381.0,0.0,0.0,194036.0,24254.0,24254.0,0.0,0.0,185166.0,37033.0,24688.0,0.0,0.0,242546.0,242546.0,246888.0,
109,Sep 2019,SNNP,SCO Sidama Coffee LZ,322508.0,86002.0,21500.0,0.0,0.0,344008.0,64501.0,21500.0,0.0,0.0,306396.0,87541.0,43770.0,0.0,0.0,430011.0,430011.0,437709.0,
110,Sep 2019,SNNP,SMB Sidama Maize Belt LZ,274152.0,84354.0,63265.0,0.0,0.0,316329.0,63265.0,42177.0,0.0,0.0,300526.0,85864.0,42932.0,0.0,0.0,421773.0,421773.0,429324.0,
111,Sep 2019,SNNP,SOC South Omo Crop LZ,33324.0,8886.0,2221.0,0.0,0.0,37768.0,4443.0,2221.0,0.0,0.0,31660.0,6784.0,4522.0,2261.0,0.0,44433.0,44433.0,45229.0,
112,Sep 2019,SNNP,SOP South Omo Pastoral LZ,33186.0,19911.0,13274.0,0.0,0.0,19911.0,26548.0,19911.0,0.0,0.0,33780.0,23646.0,10134.0,0.0,0.0,66372.0,66372.0,67560.0,
113,Sep 2019,SNNP,WCG Wolayita Ginger and Coffee LZ,37088.0,55632.0,24725.0,6181.0,0.0,61814.0,43269.0,12362.0,6181.0,0.0,44044.0,56628.0,18876.0,6292.0,0.0,123628.0,123628.0,125841.0,
114,Sep 2019,SNNP,WMR Wolayita Maize and Root Crop LZ,282956.0,188637.0,125758.0,31439.0,0.0,220077.0,282956.0,94318.0,31439.0,0.0,192015.0,256020.0,128010.0,64005.0,0.0,628793.0,628793.0,640050.0,
115,Sep 2019,SNNP,WWB Wolayita Barley and Wheat LZ,98687.0,98687.0,37007.0,12335.0,0.0,98687.0,111023.0,37007.0,0.0,0.0,87897.0,100454.0,50227.0,12556.0,0.0,246718.0,246718.0,251135.0,
117,Sep 2019,Somali,AFP - Afder Pastoral Livelihood Zone,125384.0,200615.0,150461.0,25076.0,0.0,150461.0,200615.0,150461.0,0.0,0.0,179690.0,179690.0,128350.0,25670.0,0.0,501539.0,501539.0,513401.0,
118,Sep 2019,Somali,DAP - Degahbur Agropastoral Livelihood Zone,49295.0,78872.0,59154.0,9859.0,0.0,69013.0,78872.0,49295.0,0.0,0.0,60553.0,70645.0,70645.0,0.0,0.0,197180.0,197180.0,201844.0,
119,Sep 2019,Somali,DGR - Dawa- Ganale Riverine Livelihood Zone,36750.0,73501.0,55126.0,18375.0,0.0,55126.0,73501.0,45938.0,9187.0,0.0,56430.0,75240.0,47025.0,9405.0,0.0,183754.0,183754.0,188100.0,
120,Sep 2019,Somali,FDP - Filtu Dolo Pastoral,52825.0,61629.0,52825.0,8804.0,0.0,52825.0,70433.0,52825.0,0.0,0.0,63087.0,54074.0,63087.0,0.0,0.0,176084.0,176084.0,180249.0,
121,Sep 2019,Somali,FKP - Fik Pastoral  Livelihood Zone March,100290.0,117005.0,100290.0,16715.0,0.0,117005.0,117005.0,83575.0,16715.0,0.0,85552.0,136883.0,102662.0,17110.0,0.0,334302.0,334302.0,342209.0,
122,Sep 2019,Somali,GAP - Gode Agropastoral Livelihood Zone,43282.0,50496.0,43282.0,7213.0,0.0,36069.0,57710.0,50496.0,0.0,0.0,36922.0,59075.0,44306.0,7384.0,0.0,144276.0,144276.0,147688.0,
123,Sep 2019,Somali,HDP - Harshin Degahbur Pastoral Livelihood Zone,161721.0,184824.0,115515.0,0.0,0.0,207927.0,161721.0,92412.0,0.0,0.0,141897.0,189196.0,141897.0,0.0,0.0,462060.0,462060.0,472990.0,
124,Sep 2019,Somali,JAP - Jijiga Agropastoral Livelihood Zone,212274.0,212274.0,181949.0,0.0,0.0,242599.0,242599.0,121299.0,0.0,0.0,217295.0,248337.0,155210.0,0.0,0.0,606498.0,606498.0,620843.0,
125,Sep 2019,Somali,JSF - Jijiga Sedentary Farming  Livelihood Zone,70161.0,140323.0,122782.0,17540.0,0.0,105242.0,122782.0,105242.0,17540.0,0.0,89776.0,143642.0,125687.0,0.0,0.0,350808.0,350808.0,359106.0,
