,date,ML2,ADMIN0,ADMIN1,ADMIN2
206,2009-10-01,3.0,Ethiopia,Afar,Khari
4053,2009-10-01,2.0,Ethiopia,Tigray,Northwest Tigray
6095,2009-10-01,1.0,Ethiopia,Oromia,South West Shewa
6097,2009-10-01,1.0,Ethiopia,Amhara,North Gondar
4062,2009-10-01,2.0,Ethiopia,SNNPR,Hadiya
4064,2009-10-01,2.0,Ethiopia,SNNPR,Silltie
214,2009-10-01,3.0,Ethiopia,Somali,Dollo
6099,2009-10-01,1.0,Ethiopia,Oromia,North Shewa
6087,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
6090,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
6092,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
6093,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
6068,2009-10-01,1.0,Ethiopia,Oromia,Ilubabor
208,2009-10-01,3.0,Ethiopia,Gambela,Itang
6050,2009-10-01,1.0,Ethiopia,SNNPR,Sheka
6055,2009-10-01,1.0,Ethiopia,Amhara,Awi
6071,2009-10-01,1.0,Ethiopia,Oromia,Kelem
6073,2009-10-01,1.0,Ethiopia,Gambela,Mezhenger
6079,2009-10-01,1.0,Ethiopia,Amhara,West Gojam
6081,2009-10-01,1.0,Ethiopia,Oromia,West Wellega
6083,2009-10-01,1.0,Ethiopia,SNNPR,Yem
6088,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6714,2009-10-01,99.0,Ethiopia,Addis Ababa,Region 14
429,2010-01-01,4.0,Ethiopia,SNNPR,Segen
216,2010-01-01,3.0,Ethiopia,Oromia,Bale
217,2010-01-01,3.0,Ethiopia,Oromia,Borena
218,2010-01-01,3.0,Ethiopia,SNNPR,Sidama
219,2010-01-01,3.0,Ethiopia,Somali,Afder
5962,2010-01-01,1.0,Ethiopia,SNNPR,Basketo
4075,2010-01-01,2.0,Ethiopia,SNNPR,Bench Maji
228,2010-01-01,3.0,Ethiopia,SNNPR,Gamo Gofa
229,2010-01-01,3.0,Ethiopia,SNNPR,Gedeo
230,2010-01-01,3.0,Ethiopia,Oromia,Gujii
5975,2010-01-01,1.0,Ethiopia,SNNPR,Keffa
5977,2010-01-01,1.0,Ethiopia,SNNPR,Konta
237,2010-01-01,3.0,Ethiopia,Somali,Liben
449,2010-01-01,4.0,Ethiopia,Amhara,North Wollo
450,2010-01-01,4.0,Ethiopia,Gambela,Nuer
241,2010-01-01,3.0,Ethiopia,Amhara,Oromia
4099,2010-01-01,2.0,Ethiopia,Amhara,South Gondar
4100,2010-01-01,2.0,Ethiopia,SNNPR,South Omo
245,2010-01-01,3.0,Ethiopia,Amhara,South Wollo
456,2010-01-01,4.0,Ethiopia,Tigray,South Tigray
457,2010-01-01,4.0,Ethiopia,Amhara,Wag Himra
5983,2010-01-01,1.0,Ethiopia,Oromia,West Arsi
459,2010-01-01,4.0,Ethiopia,Oromia,West Hararge
254,2010-01-01,3.0,Ethiopia,Afar,Awusi
256,2010-01-01,3.0,Ethiopia,Afar,Fanti
258,2010-01-01,3.0,Ethiopia,Somali,Shebelle
468,2010-01-01,4.0,Ethiopia,Gambela,Agniwak
469,2010-01-01,4.0,Ethiopia,Oromia,East Hararge
263,2010-01-01,3.0,Ethiopia,Tigray,East Tigray
265,2010-01-01,3.0,Ethiopia,Afar,Kilbati
268,2010-01-01,3.0,Ethiopia,Somali,Nogob
434,2010-01-01,4.0,Ethiopia,SNNPR,Alaba
4073,2010-01-01,2.0,Ethiopia,Oromia,Arsi
222,2010-01-01,3.0,Ethiopia,Tigray,Central Tigray
4077,2010-01-01,2.0,Ethiopia,SNNPR,Dawro
224,2010-01-01,3.0,Ethiopia,Somali,Jarar
225,2010-01-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
5965,2010-01-01,1.0,Ethiopia,Amhara,East Gojam
5966,2010-01-01,1.0,Ethiopia,Oromia,East Shewa
5967,2010-01-01,1.0,Ethiopia,Oromia,East Wellega
4084,2010-01-01,2.0,Ethiopia,SNNPR,Gurage
232,2010-01-01,3.0,Ethiopia,Harari,Harari
5972,2010-01-01,1.0,Ethiopia,Oromia,Horo Guduru
234,2010-01-01,3.0,Ethiopia,Somali,Fafan
5974,2010-01-01,1.0,Ethiopia,Oromia,Jimma
4089,2010-01-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
236,2010-01-01,3.0,Ethiopia,Somali,Korahe
238,2010-01-01,3.0,Ethiopia,Amhara,North Shewa
452,2010-01-01,4.0,Ethiopia,Somali,Sitti
247,2010-01-01,3.0,Ethiopia,Amhara,Argoba
251,2010-01-01,3.0,Ethiopia,Oromia,West Shewa
5987,2010-01-01,1.0,Ethiopia,Tigray,West Tigray
253,2010-01-01,3.0,Ethiopia,SNNPR,Wolayita
462,2010-01-01,4.0,Ethiopia,Afar,Gabi
257,2010-01-01,3.0,Ethiopia,Afar,Khari
4112,2010-01-01,2.0,Ethiopia,Tigray,Northwest Tigray
5998,2010-01-01,1.0,Ethiopia,Oromia,South West Shewa
5999,2010-01-01,1.0,Ethiopia,Amhara,North Gondar
4121,2010-01-01,2.0,Ethiopia,SNNPR,Hadiya
269,2010-01-01,3.0,Ethiopia,SNNPR,Silltie
270,2010-01-01,3.0,Ethiopia,Somali,Dollo
6001,2010-01-01,1.0,Ethiopia,Oromia,North Shewa
4114,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Mao-Komo
4116,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Asosa
4117,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Kemashi
5996,2010-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5973,2010-01-01,1.0,Ethiopia,Oromia,Ilubabor
467,2010-01-01,4.0,Ethiopia,Gambela,Itang
5956,2010-01-01,1.0,Ethiopia,SNNPR,Sheka
5961,2010-01-01,1.0,Ethiopia,Amhara,Awi
5976,2010-01-01,1.0,Ethiopia,Oromia,Kelem
5978,2010-01-01,1.0,Ethiopia,Gambela,Mezhenger
5984,2010-01-01,1.0,Ethiopia,Amhara,West Gojam
5986,2010-01-01,1.0,Ethiopia,Oromia,West Wellega
5988,2010-01-01,1.0,Ethiopia,SNNPR,Yem
5992,2010-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6725,2010-01-01,99.0,Ethiopia,Addis Ababa,Region 14
339,2012-07-01,2.0,Ethiopia,SNNPR,Segen
340,2012-07-01,2.0,Ethiopia,Oromia,Bale
341,2012-07-01,2.0,Ethiopia,Oromia,Borena
3625,2012-07-01,2.0,Ethiopia,SNNPR,Sidama
343,2012-07-01,2.0,Ethiopia,Somali,Afder
5470,2012-07-01,1.0,Ethiopia,SNNPR,Basketo
5471,2012-07-01,1.0,Ethiopia,SNNPR,Bench Maji
351,2012-07-01,2.0,Ethiopia,SNNPR,Gamo Gofa
3637,2012-07-01,2.0,Ethiopia,SNNPR,Gedeo
353,2012-07-01,2.0,Ethiopia,Oromia,Gujii
5485,2012-07-01,1.0,Ethiopia,SNNPR,Keffa
5487,2012-07-01,1.0,Ethiopia,SNNPR,Konta
360,2012-07-01,2.0,Ethiopia,Somali,Liben
6107,2012-07-01,3.0,Ethiopia,Amhara,North Wollo
5491,2012-07-01,1.0,Ethiopia,Gambela,Nuer
5492,2012-07-01,1.0,Ethiopia,Amhara,Oromia
5493,2012-07-01,1.0,Ethiopia,Amhara,South Gondar
3653,2012-07-01,2.0,Ethiopia,SNNPR,South Omo
3654,2012-07-01,2.0,Ethiopia,Amhara,South Wollo
3655,2012-07-01,2.0,Ethiopia,Tigray,South Tigray
6408,2012-07-01,3.0,Ethiopia,Amhara,Wag Himra
5499,2012-07-01,1.0,Ethiopia,Oromia,West Arsi
3658,2012-07-01,2.0,Ethiopia,Oromia,West Hararge
6116,2012-07-01,3.0,Ethiopia,Afar,Awusi
3663,2012-07-01,2.0,Ethiopia,Afar,Fanti
368,2012-07-01,2.0,Ethiopia,Somali,Shebelle
5514,2012-07-01,1.0,Ethiopia,Gambela,Agniwak
3671,2012-07-01,2.0,Ethiopia,Oromia,East Hararge
6410,2012-07-01,3.0,Ethiopia,Tigray,East Tigray
3676,2012-07-01,2.0,Ethiopia,Afar,Kilbati
371,2012-07-01,2.0,Ethiopia,Somali,Nogob
3627,2012-07-01,2.0,Ethiopia,SNNPR,Alaba
5468,2012-07-01,1.0,Ethiopia,Oromia,Arsi
3631,2012-07-01,2.0,Ethiopia,Tigray,Central Tigray
5473,2012-07-01,1.0,Ethiopia,SNNPR,Dawro
349,2012-07-01,2.0,Ethiopia,Somali,Jarar
6337,2012-07-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
5474,2012-07-01,1.0,Ethiopia,Amhara,East Gojam
5475,2012-07-01,1.0,Ethiopia,Oromia,East Shewa
5476,2012-07-01,1.0,Ethiopia,Oromia,East Wellega
5480,2012-07-01,1.0,Ethiopia,SNNPR,Gurage
6339,2012-07-01,99.0,Ethiopia,Harari,Harari
5481,2012-07-01,1.0,Ethiopia,Oromia,Horo Guduru
3641,2012-07-01,2.0,Ethiopia,Somali,Fafan
5483,2012-07-01,1.0,Ethiopia,Oromia,Jimma
357,2012-07-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
359,2012-07-01,2.0,Ethiopia,Somali,Korahe
5489,2012-07-01,1.0,Ethiopia,Amhara,North Shewa
6109,2012-07-01,3.0,Ethiopia,Somali,Sitti
5497,2012-07-01,1.0,Ethiopia,Amhara,Argoba
5502,2012-07-01,1.0,Ethiopia,Oromia,West Shewa
5504,2012-07-01,1.0,Ethiopia,Tigray,West Tigray
365,2012-07-01,2.0,Ethiopia,SNNPR,Wolayita
3662,2012-07-01,2.0,Ethiopia,Afar,Gabi
3664,2012-07-01,2.0,Ethiopia,Afar,Khari
5510,2012-07-01,1.0,Ethiopia,Tigray,Northwest Tigray
5520,2012-07-01,1.0,Ethiopia,Oromia,South West Shewa
5521,2012-07-01,1.0,Ethiopia,Amhara,North Gondar
370,2012-07-01,2.0,Ethiopia,SNNPR,Hadiya
3680,2012-07-01,2.0,Ethiopia,SNNPR,Silltie
373,2012-07-01,2.0,Ethiopia,Somali,Dollo
3681,2012-07-01,2.0,Ethiopia,Oromia,North Shewa
5512,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5515,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5517,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5518,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5482,2012-07-01,1.0,Ethiopia,Oromia,Ilubabor
5511,2012-07-01,1.0,Ethiopia,Gambela,Itang
5464,2012-07-01,1.0,Ethiopia,SNNPR,Sheka
5469,2012-07-01,1.0,Ethiopia,Amhara,Awi
5486,2012-07-01,1.0,Ethiopia,Oromia,Kelem
5488,2012-07-01,1.0,Ethiopia,Gambela,Mezhenger
5500,2012-07-01,1.0,Ethiopia,Amhara,West Gojam
5503,2012-07-01,1.0,Ethiopia,Oromia,West Wellega
5506,2012-07-01,1.0,Ethiopia,SNNPR,Yem
5513,2012-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6344,2012-07-01,99.0,Ethiopia,Addis Ababa,Region 14
535,2012-10-01,3.0,Ethiopia,SNNPR,Segen
375,2012-10-01,2.0,Ethiopia,Oromia,Bale
376,2012-10-01,2.0,Ethiopia,Oromia,Borena
4127,2012-10-01,3.0,Ethiopia,SNNPR,Sidama
378,2012-10-01,2.0,Ethiopia,Somali,Afder
4960,2012-10-01,1.0,Ethiopia,SNNPR,Basketo
4961,2012-10-01,1.0,Ethiopia,SNNPR,Bench Maji
4137,2012-10-01,3.0,Ethiopia,SNNPR,Gamo Gofa
388,2012-10-01,2.0,Ethiopia,SNNPR,Gedeo
389,2012-10-01,2.0,Ethiopia,Oromia,Gujii
4973,2012-10-01,1.0,Ethiopia,SNNPR,Keffa
4975,2012-10-01,1.0,Ethiopia,SNNPR,Konta
4145,2012-10-01,3.0,Ethiopia,Somali,Liben
4146,2012-10-01,3.0,Ethiopia,Amhara,North Wollo
4978,2012-10-01,1.0,Ethiopia,Gambela,Nuer
400,2012-10-01,2.0,Ethiopia,Amhara,Oromia
402,2012-10-01,2.0,Ethiopia,Amhara,South Gondar
403,2012-10-01,2.0,Ethiopia,SNNPR,South Omo
404,2012-10-01,2.0,Ethiopia,Amhara,South Wollo
4152,2012-10-01,3.0,Ethiopia,Tigray,South Tigray
547,2012-10-01,3.0,Ethiopia,Amhara,Wag Himra
4982,2012-10-01,1.0,Ethiopia,Oromia,West Arsi
4156,2012-10-01,3.0,Ethiopia,Oromia,West Hararge
4159,2012-10-01,3.0,Ethiopia,Afar,Awusi
415,2012-10-01,2.0,Ethiopia,Afar,Fanti
4163,2012-10-01,3.0,Ethiopia,Somali,Shebelle
4996,2012-10-01,1.0,Ethiopia,Gambela,Agniwak
4166,2012-10-01,3.0,Ethiopia,Oromia,East Hararge
551,2012-10-01,3.0,Ethiopia,Tigray,East Tigray
4169,2012-10-01,3.0,Ethiopia,Afar,Kilbati
425,2012-10-01,2.0,Ethiopia,Somali,Nogob
4129,2012-10-01,3.0,Ethiopia,SNNPR,Alaba
4958,2012-10-01,1.0,Ethiopia,Oromia,Arsi
382,2012-10-01,2.0,Ethiopia,Tigray,Central Tigray
4962,2012-10-01,1.0,Ethiopia,SNNPR,Dawro
384,2012-10-01,2.0,Ethiopia,Somali,Jarar
4135,2012-10-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
4963,2012-10-01,1.0,Ethiopia,Amhara,East Gojam
4964,2012-10-01,1.0,Ethiopia,Oromia,East Shewa
4965,2012-10-01,1.0,Ethiopia,Oromia,East Wellega
4968,2012-10-01,1.0,Ethiopia,SNNPR,Gurage
6688,2012-10-01,99.0,Ethiopia,Harari,Harari
4969,2012-10-01,1.0,Ethiopia,Oromia,Horo Guduru
391,2012-10-01,2.0,Ethiopia,Somali,Fafan
4971,2012-10-01,1.0,Ethiopia,Oromia,Jimma
542,2012-10-01,3.0,Ethiopia,SNNPR,Kembata Tembaro
396,2012-10-01,2.0,Ethiopia,Somali,Korahe
4977,2012-10-01,1.0,Ethiopia,Amhara,North Shewa
4148,2012-10-01,3.0,Ethiopia,Somali,Sitti
406,2012-10-01,2.0,Ethiopia,Amhara,Argoba
4985,2012-10-01,1.0,Ethiopia,Oromia,West Shewa
4987,2012-10-01,1.0,Ethiopia,Tigray,West Tigray
549,2012-10-01,3.0,Ethiopia,SNNPR,Wolayita
4160,2012-10-01,3.0,Ethiopia,Afar,Gabi
416,2012-10-01,2.0,Ethiopia,Afar,Khari
418,2012-10-01,2.0,Ethiopia,Tigray,Northwest Tigray
5001,2012-10-01,1.0,Ethiopia,Oromia,South West Shewa
5002,2012-10-01,1.0,Ethiopia,Amhara,North Gondar
424,2012-10-01,2.0,Ethiopia,SNNPR,Hadiya
426,2012-10-01,2.0,Ethiopia,SNNPR,Silltie
427,2012-10-01,2.0,Ethiopia,Somali,Dollo
428,2012-10-01,2.0,Ethiopia,Oromia,North Shewa
4994,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
4997,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
4998,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
4999,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
4970,2012-10-01,1.0,Ethiopia,Oromia,Ilubabor
4993,2012-10-01,1.0,Ethiopia,Gambela,Itang
4956,2012-10-01,1.0,Ethiopia,SNNPR,Sheka
4959,2012-10-01,1.0,Ethiopia,Amhara,Awi
4974,2012-10-01,1.0,Ethiopia,Oromia,Kelem
4976,2012-10-01,1.0,Ethiopia,Gambela,Mezhenger
4983,2012-10-01,1.0,Ethiopia,Amhara,West Gojam
4986,2012-10-01,1.0,Ethiopia,Oromia,West Wellega
4989,2012-10-01,1.0,Ethiopia,SNNPR,Yem
4995,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6692,2012-10-01,99.0,Ethiopia,Addis Ababa,Region 14
942,2014-10-01,1.0,Ethiopia,SNNPR,Segen
943,2014-10-01,1.0,Ethiopia,Oromia,Bale
479,2014-10-01,2.0,Ethiopia,Oromia,Borena
946,2014-10-01,1.0,Ethiopia,SNNPR,Sidama
481,2014-10-01,2.0,Ethiopia,Somali,Afder
951,2014-10-01,1.0,Ethiopia,SNNPR,Basketo
952,2014-10-01,1.0,Ethiopia,SNNPR,Bench Maji
491,2014-10-01,2.0,Ethiopia,SNNPR,Gamo Gofa
961,2014-10-01,1.0,Ethiopia,SNNPR,Gedeo
493,2014-10-01,2.0,Ethiopia,Oromia,Gujii
970,2014-10-01,1.0,Ethiopia,SNNPR,Keffa
972,2014-10-01,1.0,Ethiopia,SNNPR,Konta
500,2014-10-01,2.0,Ethiopia,Somali,Liben
502,2014-10-01,2.0,Ethiopia,Amhara,North Wollo
978,2014-10-01,1.0,Ethiopia,Gambela,Nuer
979,2014-10-01,1.0,Ethiopia,Amhara,Oromia
981,2014-10-01,1.0,Ethiopia,Amhara,South Gondar
507,2014-10-01,2.0,Ethiopia,SNNPR,South Omo
508,2014-10-01,2.0,Ethiopia,Amhara,South Wollo
509,2014-10-01,2.0,Ethiopia,Tigray,South Tigray
511,2014-10-01,2.0,Ethiopia,Amhara,Wag Himra
987,2014-10-01,1.0,Ethiopia,Oromia,West Arsi
4726,2014-10-01,3.0,Ethiopia,Oromia,West Hararge
516,2014-10-01,2.0,Ethiopia,Afar,Awusi
518,2014-10-01,2.0,Ethiopia,Afar,Fanti
520,2014-10-01,2.0,Ethiopia,Somali,Shebelle
1003,2014-10-01,1.0,Ethiopia,Gambela,Agniwak
526,2014-10-01,2.0,Ethiopia,Oromia,East Hararge
527,2014-10-01,2.0,Ethiopia,Tigray,East Tigray
529,2014-10-01,2.0,Ethiopia,Afar,Kilbati
532,2014-10-01,2.0,Ethiopia,Somali,Nogob
482,2014-10-01,2.0,Ethiopia,SNNPR,Alaba
949,2014-10-01,1.0,Ethiopia,Oromia,Arsi
953,2014-10-01,1.0,Ethiopia,Tigray,Central Tigray
954,2014-10-01,1.0,Ethiopia,SNNPR,Dawro
487,2014-10-01,2.0,Ethiopia,Somali,Jarar
488,2014-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
957,2014-10-01,1.0,Ethiopia,Amhara,East Gojam
958,2014-10-01,1.0,Ethiopia,Oromia,East Shewa
959,2014-10-01,1.0,Ethiopia,Oromia,East Wellega
963,2014-10-01,1.0,Ethiopia,SNNPR,Gurage
964,2014-10-01,1.0,Ethiopia,Harari,Harari
965,2014-10-01,1.0,Ethiopia,Oromia,Horo Guduru
496,2014-10-01,2.0,Ethiopia,Somali,Fafan
968,2014-10-01,1.0,Ethiopia,Oromia,Jimma
969,2014-10-01,1.0,Ethiopia,SNNPR,Kembata Tembaro
499,2014-10-01,2.0,Ethiopia,Somali,Korahe
501,2014-10-01,2.0,Ethiopia,Amhara,North Shewa
505,2014-10-01,2.0,Ethiopia,Somali,Sitti
985,2014-10-01,1.0,Ethiopia,Amhara,Argoba
990,2014-10-01,1.0,Ethiopia,Oromia,West Shewa
992,2014-10-01,1.0,Ethiopia,Tigray,West Tigray
515,2014-10-01,2.0,Ethiopia,SNNPR,Wolayita
4729,2014-10-01,3.0,Ethiopia,Afar,Gabi
519,2014-10-01,2.0,Ethiopia,Afar,Khari
999,2014-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
1010,2014-10-01,1.0,Ethiopia,Oromia,South West Shewa
1011,2014-10-01,1.0,Ethiopia,Amhara,North Gondar
1012,2014-10-01,1.0,Ethiopia,SNNPR,Hadiya
1014,2014-10-01,1.0,Ethiopia,SNNPR,Silltie
534,2014-10-01,2.0,Ethiopia,Somali,Dollo
1016,2014-10-01,1.0,Ethiopia,Oromia,North Shewa
1001,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
1004,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
1007,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
1008,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
966,2014-10-01,1.0,Ethiopia,Oromia,Ilubabor
1000,2014-10-01,1.0,Ethiopia,Gambela,Itang
944,2014-10-01,1.0,Ethiopia,SNNPR,Sheka
950,2014-10-01,1.0,Ethiopia,Amhara,Awi
971,2014-10-01,1.0,Ethiopia,Oromia,Kelem
975,2014-10-01,1.0,Ethiopia,Gambela,Mezhenger
988,2014-10-01,1.0,Ethiopia,Amhara,West Gojam
991,2014-10-01,1.0,Ethiopia,Oromia,West Wellega
994,2014-10-01,1.0,Ethiopia,SNNPR,Yem
1002,2014-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
1009,2014-10-01,1.0,Ethiopia,Addis Ababa,Region 14
556,2012-04-01,3.0,Ethiopia,SNNPR,Segen
2045,2012-04-01,3.0,Ethiopia,Oromia,Bale
558,2012-04-01,3.0,Ethiopia,Oromia,Borena
3556,2012-04-01,2.0,Ethiopia,SNNPR,Sidama
559,2012-04-01,3.0,Ethiopia,Somali,Afder
3561,2012-04-01,2.0,Ethiopia,SNNPR,Basketo
5418,2012-04-01,1.0,Ethiopia,SNNPR,Bench Maji
3569,2012-04-01,2.0,Ethiopia,SNNPR,Gamo Gofa
3570,2012-04-01,2.0,Ethiopia,SNNPR,Gedeo
566,2012-04-01,3.0,Ethiopia,Oromia,Gujii
5431,2012-04-01,1.0,Ethiopia,SNNPR,Keffa
5433,2012-04-01,1.0,Ethiopia,SNNPR,Konta
569,2012-04-01,3.0,Ethiopia,Somali,Liben
570,2012-04-01,3.0,Ethiopia,Amhara,North Wollo
3585,2012-04-01,2.0,Ethiopia,Gambela,Nuer
3586,2012-04-01,2.0,Ethiopia,Amhara,Oromia
3588,2012-04-01,2.0,Ethiopia,Amhara,South Gondar
573,2012-04-01,3.0,Ethiopia,SNNPR,South Omo
3590,2012-04-01,2.0,Ethiopia,Amhara,South Wollo
3591,2012-04-01,2.0,Ethiopia,Tigray,South Tigray
576,2012-04-01,3.0,Ethiopia,Amhara,Wag Himra
5440,2012-04-01,1.0,Ethiopia,Oromia,West Arsi
2069,2012-04-01,3.0,Ethiopia,Oromia,West Hararge
3600,2012-04-01,2.0,Ethiopia,Afar,Awusi
3602,2012-04-01,2.0,Ethiopia,Afar,Fanti
579,2012-04-01,3.0,Ethiopia,Somali,Shebelle
5453,2012-04-01,1.0,Ethiopia,Gambela,Agniwak
3610,2012-04-01,2.0,Ethiopia,Oromia,East Hararge
3611,2012-04-01,2.0,Ethiopia,Tigray,East Tigray
3615,2012-04-01,2.0,Ethiopia,Afar,Kilbati
583,2012-04-01,3.0,Ethiopia,Somali,Nogob
2049,2012-04-01,3.0,Ethiopia,SNNPR,Alaba
3559,2012-04-01,2.0,Ethiopia,Oromia,Arsi
3563,2012-04-01,2.0,Ethiopia,Tigray,Central Tigray
5419,2012-04-01,1.0,Ethiopia,SNNPR,Dawro
562,2012-04-01,3.0,Ethiopia,Somali,Jarar
6673,2012-04-01,99.0,Ethiopia,Dire Dawa,Dire Dawa
5420,2012-04-01,1.0,Ethiopia,Amhara,East Gojam
5421,2012-04-01,1.0,Ethiopia,Oromia,East Shewa
5422,2012-04-01,1.0,Ethiopia,Oromia,East Wellega
5426,2012-04-01,1.0,Ethiopia,SNNPR,Gurage
6675,2012-04-01,99.0,Ethiopia,Harari,Harari
5427,2012-04-01,1.0,Ethiopia,Oromia,Horo Guduru
3575,2012-04-01,2.0,Ethiopia,Somali,Fafan
5429,2012-04-01,1.0,Ethiopia,Oromia,Jimma
3577,2012-04-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
568,2012-04-01,3.0,Ethiopia,Somali,Korahe
3583,2012-04-01,2.0,Ethiopia,Amhara,North Shewa
3587,2012-04-01,2.0,Ethiopia,Somali,Sitti
3592,2012-04-01,2.0,Ethiopia,Amhara,Argoba
5443,2012-04-01,1.0,Ethiopia,Oromia,West Shewa
5445,2012-04-01,1.0,Ethiopia,Tigray,West Tigray
3598,2012-04-01,2.0,Ethiopia,SNNPR,Wolayita
3601,2012-04-01,2.0,Ethiopia,Afar,Gabi
3603,2012-04-01,2.0,Ethiopia,Afar,Khari
3605,2012-04-01,2.0,Ethiopia,Tigray,Northwest Tigray
5458,2012-04-01,1.0,Ethiopia,Oromia,South West Shewa
5459,2012-04-01,1.0,Ethiopia,Amhara,North Gondar
3617,2012-04-01,2.0,Ethiopia,SNNPR,Hadiya
3619,2012-04-01,2.0,Ethiopia,SNNPR,Silltie
584,2012-04-01,3.0,Ethiopia,Somali,Dollo
3621,2012-04-01,2.0,Ethiopia,Oromia,North Shewa
5451,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5454,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
5455,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5456,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5428,2012-04-01,1.0,Ethiopia,Oromia,Ilubabor
5450,2012-04-01,1.0,Ethiopia,Gambela,Itang
5414,2012-04-01,1.0,Ethiopia,SNNPR,Sheka
5417,2012-04-01,1.0,Ethiopia,Amhara,Awi
5432,2012-04-01,1.0,Ethiopia,Oromia,Kelem
5434,2012-04-01,1.0,Ethiopia,Gambela,Mezhenger
5441,2012-04-01,1.0,Ethiopia,Amhara,West Gojam
5444,2012-04-01,1.0,Ethiopia,Oromia,West Wellega
6730,2012-04-01,1.0,Ethiopia,SNNPR,Yem
5452,2012-04-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6683,2012-04-01,99.0,Ethiopia,Addis Ababa,Region 14
2802,2015-01-01,1.0,Ethiopia,SNNPR,Segen
2803,2015-01-01,1.0,Ethiopia,Oromia,Bale
587,2015-01-01,2.0,Ethiopia,Oromia,Borena
2806,2015-01-01,1.0,Ethiopia,SNNPR,Sidama
588,2015-01-01,2.0,Ethiopia,Somali,Afder
2811,2015-01-01,1.0,Ethiopia,SNNPR,Basketo
2812,2015-01-01,1.0,Ethiopia,SNNPR,Bench Maji
738,2015-01-01,2.0,Ethiopia,SNNPR,Gamo Gofa
2820,2015-01-01,1.0,Ethiopia,SNNPR,Gedeo
2821,2015-01-01,1.0,Ethiopia,Oromia,Gujii
2828,2015-01-01,1.0,Ethiopia,SNNPR,Keffa
2830,2015-01-01,1.0,Ethiopia,SNNPR,Konta
600,2015-01-01,2.0,Ethiopia,Somali,Liben
602,2015-01-01,2.0,Ethiopia,Amhara,North Wollo
2835,2015-01-01,1.0,Ethiopia,Gambela,Nuer
2836,2015-01-01,1.0,Ethiopia,Amhara,Oromia
2838,2015-01-01,1.0,Ethiopia,Amhara,South Gondar
606,2015-01-01,2.0,Ethiopia,SNNPR,South Omo
2840,2015-01-01,1.0,Ethiopia,Amhara,South Wollo
608,2015-01-01,2.0,Ethiopia,Tigray,South Tigray
5075,2015-01-01,3.0,Ethiopia,Amhara,Wag Himra
752,2015-01-01,2.0,Ethiopia,Oromia,West Arsi
5077,2015-01-01,3.0,Ethiopia,Oromia,West Hararge
612,2015-01-01,2.0,Ethiopia,Afar,Awusi
614,2015-01-01,2.0,Ethiopia,Afar,Fanti
616,2015-01-01,2.0,Ethiopia,Somali,Shebelle
2861,2015-01-01,1.0,Ethiopia,Gambela,Agniwak
621,2015-01-01,2.0,Ethiopia,Oromia,East Hararge
622,2015-01-01,2.0,Ethiopia,Tigray,East Tigray
623,2015-01-01,2.0,Ethiopia,Afar,Kilbati
624,2015-01-01,2.0,Ethiopia,Somali,Nogob
734,2015-01-01,2.0,Ethiopia,SNNPR,Alaba
