date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2007-09-15,Wheat - Retail,KG,cereals and tubers,2.6,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2007-10-15,Wheat - Retail,KG,cereals and tubers,2.5,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-01-15,Wheat - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-02-15,Wheat - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-03-15,Wheat - Retail,KG,cereals and tubers,3.7,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-04-15,Wheat - Retail,KG,cereals and tubers,3.85,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-05-15,Wheat - Retail,KG,cereals and tubers,4.72,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-06-15,Wheat - Retail,KG,cereals and tubers,7.56,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-07-15,Wheat - Retail,KG,cereals and tubers,7.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-08-15,Wheat - Retail,KG,cereals and tubers,6.84,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-09-15,Wheat - Retail,KG,cereals and tubers,7.02,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-10-15,Wheat - Retail,KG,cereals and tubers,6.27,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-11-15,Wheat - Retail,KG,cereals and tubers,5.9,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2008-12-15,Wheat - Retail,KG,cereals and tubers,4.56,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-01-15,Wheat - Retail,KG,cereals and tubers,4.94,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-02-15,Wheat - Retail,KG,cereals and tubers,5.33,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-03-15,Wheat - Retail,KG,cereals and tubers,5.51,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-04-15,Wheat - Retail,KG,cereals and tubers,6.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-05-15,Wheat - Retail,KG,cereals and tubers,5.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-06-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-07-15,Wheat - Retail,KG,cereals and tubers,5.32,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-08-15,Wheat - Retail,KG,cereals and tubers,5.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-09-15,Wheat - Retail,KG,cereals and tubers,5.26,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-10-15,Wheat - Retail,KG,cereals and tubers,4.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-11-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2009-12-15,Wheat - Retail,KG,cereals and tubers,3.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-01-15,Wheat - Retail,KG,cereals and tubers,4.5,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-02-15,Wheat - Retail,KG,cereals and tubers,5.32,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-03-15,Wheat - Retail,KG,cereals and tubers,5.32,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-04-15,Wheat - Retail,KG,cereals and tubers,4.18,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-05-15,Wheat - Retail,KG,cereals and tubers,4.18,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-06-15,Wheat - Retail,KG,cereals and tubers,5.7,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-07-15,Wheat - Retail,KG,cereals and tubers,6.7,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-08-15,Wheat - Retail,KG,cereals and tubers,6.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-09-15,Wheat - Retail,KG,cereals and tubers,6.05,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-10-15,Wheat - Retail,KG,cereals and tubers,5.7,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-11-15,Wheat - Retail,KG,cereals and tubers,6.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2010-12-15,Wheat - Retail,KG,cereals and tubers,5.6,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-01-15,Wheat - Retail,KG,cereals and tubers,5.76,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-05-15,Wheat - Retail,KG,cereals and tubers,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-06-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-07-15,Wheat - Retail,KG,cereals and tubers,8.7,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-08-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-09-15,Wheat - Retail,KG,cereals and tubers,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-10-15,Wheat - Retail,KG,cereals and tubers,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2011-11-15,Wheat - Retail,KG,cereals and tubers,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-02-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-03-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-04-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-05-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-06-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-07-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2012-10-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-01-15,Wheat - Retail,KG,cereals and tubers,7.15,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-02-15,Wheat - Retail,KG,cereals and tubers,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-03-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-04-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-05-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-06-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-07-15,Wheat - Retail,KG,cereals and tubers,11.52,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-08-15,Wheat - Retail,KG,cereals and tubers,10.44,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-09-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-10-15,Wheat - Retail,KG,cereals and tubers,10.44,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2013-11-15,Wheat - Retail,KG,cereals and tubers,11.52,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-01-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-02-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-03-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-04-15,Wheat - Retail,KG,cereals and tubers,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-05-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-06-15,Wheat - Retail,KG,cereals and tubers,9.72,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-07-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-08-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-09-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-10-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-11-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-12-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2015-02-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2015-03-15,Wheat - Retail,KG,cereals and tubers,10.8,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2015-04-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2015-05-15,Wheat - Retail,KG,cereals and tubers,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,84,15,5,1,489_84_15_5,
2014-02-15,Lentils - Retail,KG,pulses and nuts,12.5,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-03-15,Lentils - Retail,KG,pulses and nuts,13.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-04-15,Lentils - Retail,KG,pulses and nuts,14.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-05-15,Lentils - Retail,KG,pulses and nuts,14.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-06-15,Lentils - Retail,KG,pulses and nuts,14.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-07-15,Lentils - Retail,KG,pulses and nuts,14.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-08-15,Lentils - Retail,KG,pulses and nuts,15.12,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-09-15,Lentils - Retail,KG,pulses and nuts,9.54,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-10-15,Lentils - Retail,KG,pulses and nuts,15.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-11-15,Lentils - Retail,KG,pulses and nuts,15.84,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-12-15,Lentils - Retail,KG,pulses and nuts,18.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2015-01-15,Lentils - Retail,KG,pulses and nuts,18.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2015-05-15,Lentils - Retail,KG,pulses and nuts,24.45,ETB,Ethiopia,Amhara,1229,Ajeber,489,108,15,5,5,489_108_15_5,
2014-01-15,"Peas (green, dry) - Retail",KG,pulses and nuts,9.35,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-02-15,"Peas (green, dry) - Retail",KG,pulses and nuts,8.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-03-15,"Peas (green, dry) - Retail",KG,pulses and nuts,9.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-04-15,"Peas (green, dry) - Retail",KG,pulses and nuts,10.1,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-10-15,"Peas (green, dry) - Retail",KG,pulses and nuts,9.4,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-11-15,"Peas (green, dry) - Retail",KG,pulses and nuts,9.36,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-12-15,"Peas (green, dry) - Retail",KG,pulses and nuts,10.08,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2015-01-15,"Peas (green, dry) - Retail",KG,pulses and nuts,10.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2015-03-15,"Peas (green, dry) - Retail",KG,pulses and nuts,12.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2015-04-15,"Peas (green, dry) - Retail",KG,pulses and nuts,12.95,ETB,Ethiopia,Amhara,1229,Ajeber,489,212,15,5,5,489_212_15_5,
2014-02-15,Chickpeas - Retail,KG,pulses and nuts,7.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,244,15,5,5,489_244_15_5,
2014-03-15,Chickpeas - Retail,KG,pulses and nuts,7.2,ETB,Ethiopia,Amhara,1229,Ajeber,489,244,15,5,5,489_244_15_5,
2014-12-15,Chickpeas - Retail,KG,pulses and nuts,7.92,ETB,Ethiopia,Amhara,1229,Ajeber,489,244,15,5,5,489_244_15_5,
2015-05-15,Barley - Retail,100 KG,cereals and tubers,903.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,307,15,9,1,489_307_15_9,
2014-01-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-02-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,7.9,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-03-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.6,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-04-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-05-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-06-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-07-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-08-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-09-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-10-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.65,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-11-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,7.92,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2014-12-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,8.64,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2015-03-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,10.1,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2015-04-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,10.1,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2015-05-15,"Beans (fava, dry) - Retail",KG,pulses and nuts,10.0,ETB,Ethiopia,Amhara,1229,Ajeber,489,385,15,5,5,489_385_15_5,
2007-01-15,Sorghum - Retail,KG,cereals and tubers,1.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-02-15,Sorghum - Retail,KG,cereals and tubers,1.3,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-03-15,Sorghum - Retail,KG,cereals and tubers,1.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-04-15,Sorghum - Retail,KG,cereals and tubers,1.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-05-15,Sorghum - Retail,KG,cereals and tubers,1.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-06-15,Sorghum - Retail,KG,cereals and tubers,1.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-07-15,Sorghum - Retail,KG,cereals and tubers,1.85,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-08-15,Sorghum - Retail,KG,cereals and tubers,1.85,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-09-15,Sorghum - Retail,KG,cereals and tubers,1.85,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2007-10-15,Sorghum - Retail,KG,cereals and tubers,1.9,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-02-15,Sorghum - Retail,KG,cereals and tubers,3.3,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-03-15,Sorghum - Retail,KG,cereals and tubers,3.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-04-15,Sorghum - Retail,KG,cereals and tubers,3.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-05-15,Sorghum - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-06-15,Sorghum - Retail,KG,cereals and tubers,5.1,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-07-15,Sorghum - Retail,KG,cereals and tubers,5.1,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-08-15,Sorghum - Retail,KG,cereals and tubers,5.3,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-09-15,Sorghum - Retail,KG,cereals and tubers,5.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-10-15,Sorghum - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-11-15,Sorghum - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2008-12-15,Sorghum - Retail,KG,cereals and tubers,5.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-01-15,Sorghum - Retail,KG,cereals and tubers,2.88,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-02-15,Sorghum - Retail,KG,cereals and tubers,2.88,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-03-15,Sorghum - Retail,KG,cereals and tubers,3.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-04-15,Sorghum - Retail,KG,cereals and tubers,4.95,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-05-15,Sorghum - Retail,KG,cereals and tubers,4.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-06-15,Sorghum - Retail,KG,cereals and tubers,3.9,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-07-15,Sorghum - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-08-15,Sorghum - Retail,KG,cereals and tubers,3.95,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-09-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-10-15,Sorghum - Retail,KG,cereals and tubers,3.3,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-11-15,Sorghum - Retail,KG,cereals and tubers,3.6,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2009-12-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-01-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-02-15,Sorghum - Retail,KG,cereals and tubers,3.86,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-03-15,Sorghum - Retail,KG,cereals and tubers,3.75,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-04-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-05-15,Sorghum - Retail,KG,cereals and tubers,3.3,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-06-15,Sorghum - Retail,KG,cereals and tubers,4.49,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-07-15,Sorghum - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-08-15,Sorghum - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-09-15,Sorghum - Retail,KG,cereals and tubers,2.85,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-10-15,Sorghum - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-11-15,Sorghum - Retail,KG,cereals and tubers,3.1,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2010-12-15,Sorghum - Retail,KG,cereals and tubers,2.8,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-01-15,Sorghum - Retail,KG,cereals and tubers,2.8,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-02-15,Sorghum - Retail,KG,cereals and tubers,3.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-03-15,Sorghum - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-04-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-05-15,Sorghum - Retail,KG,cereals and tubers,4.7,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-06-15,Sorghum - Retail,KG,cereals and tubers,4.7,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-07-15,Sorghum - Retail,KG,cereals and tubers,4.95,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-08-15,Sorghum - Retail,KG,cereals and tubers,5.8,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-09-15,Sorghum - Retail,KG,cereals and tubers,5.2,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-10-15,Sorghum - Retail,KG,cereals and tubers,4.8,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2011-11-15,Sorghum - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2012-01-15,Sorghum - Retail,KG,cereals and tubers,4.65,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2012-02-15,Sorghum - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2012-03-15,Sorghum - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
2012-04-15,Sorghum - Retail,KG,cereals and tubers,5.4,ETB,Ethiopia,Amhara,1229,Ebinat,492,65,15,5,1,492_65_15_5,
